class,family,genus,species,subSpecies,scientificName,CW,WI,CS,CE,AW,AN,CC,HL,EP,GW,GE,Ic,FN,SF,KP,UN,YG,Tm,Ao,Kh,YK,A,B,C,D,E,N,arcticOccurence,arcticEndemicSpeciesAE,borderline,introduced,naturalized,nonNativeStableCasual,stableCasual,nativeCasual,paf,genusCount,familyCount
Angiospermae,Poaceae,Poa,x jemtlandica,"",Poa x jemtlandica ,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,arctica,arctica,Poa arctica arctica,f,f,f,f,f,f,f,f,s,f,f,-,s,f,f,f,f,f,f,f,f,S,F,F,F,F,S,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,arctica,caespitans,Poa arctica caespitans,-,-,-,-,-,-,s,f,f,s,f,-,-,s,-,r,-,-,-,-,-,S,F,F,S,R,R,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,arctica,lanata,Poa arctica lanata,r,-,r,r,s,f,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,?,S,F,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,macrocalyx,"",Poa macrocalyx ,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,pratensis,pratensis,Poa pratensis pratensis,r,r,r,r,*,*,*,*,-,*,*,*,*,-,s,s,r,r,r,r,r,-,-,-,*,S,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,pratensis,angustifolia,Poa pratensis angustifolia,-,-,*,-,-,-,-,-,-,*,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,*,R,1,"","",1,"","","","","","",""
Angiospermae,Poaceae,Poa,pratensis,irrigata,Poa pratensis irrigata,-,-,-,-,-,-,-,*,-,r,r,f,s,-,-,-,-,-,-,-,-,-,-,-,*,F,F,1,"","","",1,"","","","","",""
Angiospermae,Poaceae,Poa,pratensis,alpigena,Poa pratensis alpigena,f,f,f,f,f,f,s,f,r,f,f,f,f,f,f,f,f,f,f,f,f,R,F,F,F,F,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,pratensis,colpodea,Poa pratensis colpodea,f,f,-,f,-,s,s,r,s,r,s,-,-,f,s,f,f,f,f,f,f,R,F,F,S,R,-,1,1,"","","","","","","","",""
Angiospermae,Poaceae,Poa,sublanata,"",Poa sublanata ,r,-,s,-,r,r,-,-,-,-,-,-,-,-,-,-,s,s,r,r,-,-,-,-,?,R,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,porsildii,"",Poa porsildii ,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,sibirica,"",Poa sibirica ,r,-,-,-,-,-,-,-,-,-,-,-,-,-,r,s,s,r,r,s,r,-,-,-,R,S,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,trivialis ,trivialis,Poa trivialis  trivialis,-,-,-,*,-,-,-,-,-,*,-,s,r,**,*,-,-,-,-,-,-,-,-,**,-,R,F,1,"","","","","",1,"","","",""
Angiospermae,Poaceae,Poa,nemoralis,"",Poa nemoralis ,-,-,-,-,-,-,-,*,-,s,r,s,s,-,r,s,-,r,-,-,-,-,-,-,-,S,F,1,"","","",1,"","","","","",""
Angiospermae,Poaceae,Poa,palustris,"",Poa palustris ,r,-,-,-,-,-,-,r,-,**,-,-,*,**,r,s,s,s,s,s,r,-,-,**,*,S,F,1,"","","","","",1,"","","",""
Angiospermae,Poaceae,Poa,ochotensis,"",Poa ochotensis ,r,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,r,r,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,botryoides,"",Poa botryoides ,s,-,r,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,r,-,-,-,?,R,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,arctostepporum,"",Poa arctostepporum ,r,r,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,?,R,R,R,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,glauca,"",Poa glauca ,f,s,f,f,s,f,f,f,f,f,f,f,s,f,r,s,r,r,f,f,f,-,S,F,F,F,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,compressa,"",Poa compressa ,-,-,-,*,**,-,-,**,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,*,R,1,"","","","",1,"","","","",""
Angiospermae,Poaceae,Poa,hartzii,hartzii,Poa hartzii hartzii,-,?,-,-,-,-,r,r,s,r,s,-,-,s,-,-,-,-,-,-,-,-,R,F,F,S,R,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,hartzii,alaskana,Poa hartzii alaskana,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,1,1,"","","","","","","","",""
Angiospermae,Poaceae,Poa,hartzii,vrangelica,Poa hartzii vrangelica,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,?,R,R,-,1,1,"","","","","","","","",""
Angiospermae,Poaceae,Poa,ammophila,"",Poa ammophila ,-,-,-,-,-,r,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,1,1,"","","","","","","","",""
Angiospermae,Poaceae,Poa,abbreviata,abbreviata,Poa abbreviata abbreviata,r,s,-,r,r,r,f,f,f,r,f,-,-,f,-,s,-,s,-,r,-,F,F,F,S,R,R,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,abbreviata,pattersonii,Poa abbreviata pattersonii,-,r,-,r,r,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,pseudoabbreviata,"",Poa pseudoabbreviata ,s,s,-,s,r,r,-,-,-,-,-,-,-,-,-,-,-,b,r,f,-,-,-,R,S,S,S,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,laxa,flexuosa,Poa laxa flexuosa,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,sp. (aff. laxa),"",Poa sp. (aff. laxa) ,-,-,-,-,-,-,r,r,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,R,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,leptocoma,"",Poa leptocoma ,-,-,-,-,r,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,S,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,paucispicula,"",Poa paucispicula ,f,s,s,f,s,f,-,-,-,-,-,-,-,-,-,-,-,s,s,f,-,-,-,?,S,F,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Poa,supina,"",Poa supina ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,*,-,-,-,-,-,-,-,*,S,1,"","",1,"","","","","","",""
Angiospermae,Poaceae,Poa,annua,"",Poa annua ,-,-,-,-,*,-,-,*,-,s,r,f,f,**,*,*,-,-,-,-,-,-,-,**,R,S,F,1,"","","","","",1,"","","",""
Angiospermae,Poaceae,Hyalopoa,"","",Hyalopoa  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3426,"",""
Angiospermae,Poaceae,Hyalopoa,lanatiflora,"",Hyalopoa lanatiflora ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,s,-,-,-,-,-,R,F,1,"","","","","","","","",1,""
Angiospermae,Poaceae,Arctophila,"","",Arctophila  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3427,"",""
Angiospermae,Poaceae,Arctophila,fulva,"",Arctophila fulva ,f,f,f,f,f,f,f,f,-,r,-,-,r,s,f,f,f,f,f,f,f,-,S,F,F,F,F,1,"","","","","","","","",1,""
Angiospermae,Poaceae,xArctodupontia,"","",xArctodupontia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3428,"",""
Angiospermae,Poaceae,xArctodupontia,xA. scleroclada,"",xArctodupontia xA. scleroclada ,?,-,-,?,-,-,-,r,-,-,-,-,-,r,r,-,-,-,-,-,-,-,-,R,R,R,-,1,1,"","","","","","","",1,""
Angiospermae,Poaceae,Dupontia,"","",Dupontia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3429,"",""
Angiospermae,Poaceae,Dupontia,fisheri,"",Dupontia fisheri ,f,f,s,f,f,f,f,f,s,r,r,-,-,f,f,f,f,f,s,f,s,R,F,F,F,F,S,1,"","","","","","","","",1,""
Angiospermae,Poaceae,xDuarctopoa,"","",xDuarctopoa  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3430,"",""
Angiospermae,Poaceae,xDuarctopoa,xD. labradorica,"",xDuarctopoa xD. labradorica ,-,-,-,-,r,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,S,1,"","","","","","","","",1,""
Angiospermae,Poaceae,Puccinellia,"","",Puccinellia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3431,"",""
Angiospermae,Poaceae,Puccinellia,phryganodes,phryganodes,Puccinellia phryganodes phryganodes,-,-,s,s,s,?,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,?,S,F,F,1,"","","","","","","","",31,""
Angiospermae,Poaceae,Puccinellia,phryganodes,neoarctica,Puccinellia phryganodes neoarctica,-,-,-,-,?,s,f,f,s,f,f,-,-,?,-,-,-,-,-,-,-,-,S,F,F,F,S,1,"","","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,phryganodes,sibirica,Puccinellia phryganodes sibirica,s,s,-,s,-,-,-,-,-,-,-,-,f,-,s,s,-,s,r,r,s,-,?,S,F,F,S,1,"","","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,phryganodes,vilfoidea,Puccinellia phryganodes vilfoidea,-,-,-,-,-,-,-,-,-,-,-,-,-,f,-,s,-,-,-,-,-,-,S,F,S,-,-,1,1,"","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,maritima,"",Puccinellia maritima ,-,-,-,-,-,-,-,-,-,r,-,f,b,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,nuttalliana,"",Puccinellia nuttalliana ,-,-,-,-,-,r,r,r,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,S,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,borealis,borealis,Puccinellia borealis borealis,r,-,r,-,f,s,s,-,-,-,-,-,-,-,-,-,-,-,-,r,s,-,-,-,R,F,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,borealis,neglecta,Puccinellia borealis neglecta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,r,r,s,-,-,-,R,F,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,banksiana,"",Puccinellia banksiana ,-,-,-,-,-,r,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,1,1,"","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,hauptiana,"",Puccinellia hauptiana ,*,-,*,*,r,r,-,b,-,-,-,-,-,-,*,*,*,*,-,*,*,-,-,-,R,S,F,1,"","","",1,"","","","","",""
Angiospermae,Poaceae,Puccinellia,distans,"",Puccinellia distans ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,*,*,-,-,*,-,-,-,-,-,*,S,1,"","",1,"","","","","","",""
Angiospermae,Poaceae,Puccinellia,nutkaensis,"",Puccinellia nutkaensis ,-,-,-,-,-,-,-,-,-,s,s,f,f,r,r,r,-,-,-,-,-,-,-,R,F,F,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,arctica,"",Puccinellia arctica ,-,-,-,-,r,r,s,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,R,F,S,1,"","","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,porsildii,"",Puccinellia porsildii ,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,-,1,1,"","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,groenlandica,"",Puccinellia groenlandica ,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,?,S,S,-,1,1,"","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,andersonii,"",Puccinellia andersonii ,-,-,-,-,r,r,s,-,r,r,r,-,-,-,-,-,-,-,-,-,-,R,S,S,S,R,-,1,1,"","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,vaginata,"",Puccinellia vaginata ,s,-,-,r,r,r,s,r,r,s,r,-,-,-,-,-,-,-,r,-,r,-,R,F,F,F,R,1,"","","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,angustata,"",Puccinellia angustata ,r,s,s,r,-,r,f,?,f,s,f,-,-,f,-,s,r,s,-,-,r,S,F,F,S,R,-,1,1,"","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,palibinii,"",Puccinellia palibinii ,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,s,-,-,-,-,-,-,-,R,S,?,-,1,1,"","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,sibirica,"",Puccinellia sibirica ,-,-,r,s,-,-,?,-,-,-,-,-,-,-,-,r,r,s,-,-,-,-,-,?,S,F,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,lenensis,"",Puccinellia lenensis ,?,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,r,r,-,-,-,-,R,S,S,1,"","","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,svalbardensis,"",Puccinellia svalbardensis ,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,R,R,-,-,-,1,1,"","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,gorodkovii,"",Puccinellia gorodkovii ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,R,R,-,-,-,1,1,"","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,pumila,"",Puccinellia pumila ,-,-,-,r,r,-,?,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,tenella,"",Puccinellia tenella ,s,s,s,s,?,-,-,-,-,-,-,-,-,-,-,s,-,r,s,r,r,-,-,?,F,F,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,langeana,"",Puccinellia langeana ,-,-,r,r,s,s,s,f,r,s,-,-,-,-,-,-,-,-,-,-,-,-,-,?,F,F,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,bruggemannii,"",Puccinellia bruggemannii ,-,-,-,-,-,-,s,-,s,-,s,-,-,-,-,-,-,-,-,-,-,R,F,F,S,F,-,1,1,"","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,vahliana,"",Puccinellia vahliana ,-,-,-,-,-,r,f,s,f,s,s,-,-,f,-,f,-,-,-,-,-,F,F,F,S,R,-,1,1,"","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,wrightii,wrightii,Puccinellia wrightii wrightii,s,-,r,s,r,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,wrightii,colpodioides,Puccinellia wrightii colpodioides,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,-,-,1,1,"","","","","","","","",""
Angiospermae,Poaceae,Puccinellia,beringensis,"",Puccinellia beringensis ,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,1,1,"","","","","","","","",""
Angiospermae,Poaceae,Phippsia,"","",Phippsia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3432,"",""
Angiospermae,Poaceae,Phippsia,algida,"",Phippsia algida ,f,f,f,f,s,f,f,f,f,f,f,r,r,f,r,f,s,f,s,s,f,F,F,F,S,R,R,1,"","","","","","","","",2,""
Angiospermae,Poaceae,Phippsia,concinna,"",Phippsia concinna ,r,-,-,?,?,-,r,-,f,r,s,-,-,f,r,s,f,f,s,s,s,F,F,F,S,R,R,1,"","","","","","","","","",""
Angiospermae,Poaceae,xPucciphippsia,"","",xPucciphippsia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3433,"",""
Angiospermae,Poaceae,xPucciphippsia,xP. vacillans,"",xPucciphippsia xP. vacillans ,-,-,-,-,-,-,r,-,r,-,r,-,-,s,-,s,-,-,-,-,-,R,S,S,?,-,-,1,1,"","","","","","","",2,""
Angiospermae,Poaceae,xPucciphippsia,xP. czukczorum,"",xPucciphippsia xP. czukczorum ,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,-,1,1,"","","","","","","","",""
Angiospermae,Poaceae,Catabrosa,"","",Catabrosa  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3434,"",""
Angiospermae,Poaceae,Catabrosa,aquatica,"",Catabrosa aquatica ,-,-,-,-,-,-,-,r,-,r,-,f,s,-,r,-,-,-,-,-,-,-,-,-,-,S,F,1,"","","","","","","","",1,""
Angiospermae,Poaceae,Dactylis,"","",Dactylis  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3435,"",""
Angiospermae,Poaceae,Dactylis,glomerata,"",Dactylis glomerata ,-,-,-,-,-,-,-,-,-,*,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,*,S,1,"","",1,"","","","","",1,""
Angiospermae,Poaceae,Cinna,"","",Cinna  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3436,"",""
Angiospermae,Poaceae,Cinna,latifolia,"",Cinna latifolia ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","",1,""
Angiospermae,Poaceae,Arctagrostis,"","",Arctagrostis  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3437,"",""
Angiospermae,Poaceae,Arctagrostis,latifolia,latifolia,Arctagrostis latifolia latifolia,s,r,f,f,f,f,f,f,f,s,f,-,s,r,s,f,s,f,s,f,s,R,F,F,F,F,S,1,"","","","","","","","",2,""
Angiospermae,Poaceae,Arctagrostis,latifolia,arundinacea,Arctagrostis latifolia arundinacea,f,f,f,f,f,s,r,-,-,-,-,-,-,-,-,-,r,s,s,s,s,-,-,-,?,F,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Beckmannia,"","",Beckmannia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3438,"",""
Angiospermae,Poaceae,Beckmannia,syzigachne,"",Beckmannia syzigachne ,r,-,-,r,s,b,r,r,-,**,-,-,-,-,-,-,*,-,-,-,?,-,-,-,-,R,F,1,"","","","","",1,"","",2,""
Angiospermae,Poaceae,Beckmannia,eruciformis,borealis,Beckmannia eruciformis borealis,-,-,-,-,r,-,-,-,-,-,-,-,-,-,**,-,-,-,-,-,-,-,-,-,-,R,R,1,"","","","","","",1,"","",""
Angiospermae,Poaceae,Phalaroides,"","",Phalaroides  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3439,"",""
Angiospermae,Poaceae,Phalaroides,arundinacea,"",Phalaroides arundinacea ,-,-,-,-,-,-,-,-,-,-,-,*,r,-,r,r,?,?,-,-,-,-,-,-,-,R,F,1,"","","",1,"","","","",1,""
Angiospermae,Poaceae,Phleum,"","",Phleum  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3440,"",""
Angiospermae,Poaceae,Phleum,alpinum,"",Phleum alpinum ,-,-,-,-,r,r,-,r,-,s,f,f,f,-,f,s,-,-,-,-,-,-,-,-,R,F,F,1,"","","","","","","","",2,""
Angiospermae,Poaceae,Phleum,pratense ,pratense,Phleum pratense  pratense,-,-,-,-,*,-,-,*,-,*,-,*,*,**,*,**,-,-,-,-,-,-,-,**,**,*,*,1,"","","","",1,"","","","",""
Angiospermae,Poaceae,Limnas,"","",Limnas  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3441,"",""
Angiospermae,Poaceae,Limnas,malyschevii,"",Limnas malyschevii ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,R,S,1,"","","","","","","","",1,""
Angiospermae,Poaceae,Alopecurus,"","",Alopecurus  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3442,"",""
Angiospermae,Poaceae,Alopecurus,pratensis,pratensis,Alopecurus pratensis pratensis,-,-,**,-,**,-,-,-,-,*,-,*,*,**,*,-,-,*,-,-,-,-,-,-,-,*,S,1,"","","","",1,"","","",8,""
Angiospermae,Poaceae,Alopecurus,pratensis,alpestris,Alopecurus pratensis alpestris,-,-,-,-,-,-,-,-,-,-,-,-,r,-,s,s,s,-,-,-,-,-,-,-,R,F,S,1,"","","","","","","","","",""
Angiospermae,Poaceae,Alopecurus,arundinaceus,"",Alopecurus arundinaceus ,-,-,-,-,-,-,-,-,-,-,-,-,s,-,r,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Alopecurus,borealis,"",Alopecurus borealis ,f,s,f,f,f,f,f,f,f,s,s,-,-,f,r,f,f,f,f,f,f,S,F,F,F,F,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Alopecurus,stejnegeri,"",Alopecurus stejnegeri ,-,-,r,r,r,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Poaceae,Alopecurus,glaucus,"",Alopecurus glaucus ,s,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,r,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Alopecurus,aequalis,"",Alopecurus aequalis ,r,-,r,-,r,r,-,r,-,s,r,f,s,-,r,r,r,b,-,r,-,-,-,-,R,F,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Alopecurus,geniculatus,"",Alopecurus geniculatus ,-,-,-,-,-,-,-,-,-,*,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,*,F,1,"","",1,"","","","","","",""
Angiospermae,Poaceae,Schizachne,"","",Schizachne  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3443,"",""
Angiospermae,Poaceae,Schizachne,purpurascens,"",Schizachne purpurascens ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",1,""
Angiospermae,Poaceae,Glyceria,"","",Glyceria  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3444,"",""
Angiospermae,Poaceae,Glyceria,borealis,"",Glyceria borealis ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",3,""
Angiospermae,Poaceae,Glyceria,striata,"",Glyceria striata ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Glyceria,grandis var. komarovii,"",Glyceria grandis var. komarovii ,-,-,-,-,b,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,S,1,"",1,"","","","","","","",""
Angiospermae,Poaceae,Pleuropogon,"","",Pleuropogon  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3445,"",""
Angiospermae,Poaceae,Pleuropogon,sabinei,"",Pleuropogon sabinei ,s,s,r,s,-,r,f,s,f,r,s,-,-,r,r,s,-,s,s,s,s,R,F,F,S,-,-,1,1,"","","","","","","",1,""
Angiospermae,Poaceae,Melica,"","",Melica  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3446,"",""
Angiospermae,Poaceae,Melica,nutans,"",Melica nutans ,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",1,""
Angiospermae,Poaceae,Piptatherum,"","",Piptatherum  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3447,"",""
Angiospermae,Poaceae,Piptatherum,canadense,"",Piptatherum canadense ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",2,""
Angiospermae,Poaceae,Piptatherum,pungens,"",Piptatherum pungens ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Poaceae,Nardus,"","",Nardus  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3448,"",""
Angiospermae,Poaceae,Nardus,stricta,"",Nardus stricta ,-,-,-,-,-,-,-,-,-,s,r,f,f,-,-,-,-,-,-,-,-,-,-,-,R,F,F,1,"","","","","","","","",1,""
Angiospermae,Poaceae,Molinia,"","",Molinia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3449,"",""
Angiospermae,Poaceae,Molinia,caerulea,"",Molinia caerulea ,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",1,""
Angiospermae,Poaceae,Danthonia,"","",Danthonia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3450,"",""
Angiospermae,Poaceae,Danthonia,intermedia,"",Danthonia intermedia ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","",2,""
Angiospermae,Poaceae,Danthonia,spicata,"",Danthonia spicata ,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Poaceae,Muhlenbergia,"","",Muhlenbergia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3451,"",""
Angiospermae,Poaceae,Muhlenbergia,glomerata,"",Muhlenbergia glomerata ,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,S,1,"",1,"","","","","","",1,""
Angiospermae,Ceratophyllaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
Angiospermae,Ceratophyllaceae,Ceratophyllum,"","",Ceratophyllum  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3501,"",""
Angiospermae,Ceratophyllaceae,Ceratophyllum,demersum,"",Ceratophyllum demersum ,-,-,-,X,?,b,r,-,-,-,-,-,-,-,r,X,X,-,-,?,X,-,-,-,-,R,S,1,"","","","","","","","",1,""
Angiospermae,Ranunculaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",102
Angiospermae,Ranunculaceae,Caltha,"","",Caltha  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3601,"",""
